seed,lines,inputs,holds,score,combo,topcombo,btb,topbtb,tspins,piecesplaced,finalTime,,clears.singles,clears.doubles,clears.triples,clears.quads,clears.realtspins,clears.minitspins,clears.minitspinsingles,clears.tspinsingles,clears.tspindoubles,clears.tspintriples,clears.allclear,finesse.combo,finesse.faults,finesse.perfectpieces,replayid,copy,Stacking,,,,
209319271,40,571,27,9386,2,4,0,1,0,118,143635,,15,7,1,2,0,0,0,0,0,0,0,1,155,55,638fdaacfecc3b6705561beb,r:638fdaacfecc3b6705561beb,Freestyle,,,,
244558812,40,534,17,9732,1,3,0,1,0,102,115791.6667,,15,4,3,2,0,0,0,0,0,0,0,1,175,32,641db1cbdbe5737a6de55c86,r:641db1cbdbe5737a6de55c86,Freestyle,,,,
1020929432,40,575,6,8401,1,2,0,1,0,102,135865,,15,6,3,1,0,0,0,0,0,0,0,0,230,22,6435106c83fd1f580a5d37ad,r:6435106c83fd1f580a5d37ad,Freestyle,,,,
1746638659,42,407,6,10110,1,3,0,1,0,108,95210,,17,4,3,2,0,0,0,0,0,0,0,1,94,68,6447c31456877088c317af15,r:6447c31456877088c317af15,Freestyle,,,,
465198191,41,447,18,12650,1,4,3,3,0,111,97096.66667,,9,1,2,6,0,0,0,0,0,0,0,1,102,60,63b69cf24d1ec80965d46cc4,r:63b69cf24d1ec80965d46cc4,Mix,0-9,2 wide,freestyle,
1208176679,40,473,10,11272,1,4,0,3,0,108,95765,,7,7,1,4,0,0,0,0,0,0,0,1,142,48,644f173a508a1eb061e420b0,r:644f173a508a1eb061e420b0,Freestyle,,,,
2140077144,40,510,5,8884,1,4,0,0,0,102,76335,,20,7,2,0,0,0,0,0,0,0,0,2,193,33,643396eb1a881857fddc4c5b,r:643396eb1a881857fddc4c5b,Freestyle,,,,
1996636423,40,426,26,10412,1,3,0,2,0,107,88400,,10,6,2,3,0,0,0,0,0,0,0,2,84,68,6422b4929ed8697a6a57fa38,r:6422b4929ed8697a6a57fa38,Freestyle,,,,
2101572815,41,392,,10676,1,4,0,2,0,104,100493.3333,,9,4,4,3,0,0,0,0,0,0,0,1,70,63,612a72643d6fdb44cec0698f,r:612a72643d6fdb44cec0698f,Freestyle,,,,
647986943,41,388,0,9324,1,3,0,1,0,105,119655,,24,5,1,1,0,0,0,0,0,0,0,3,99,56,640d366ecdbd97a46dac3ccc,r:640d366ecdbd97a46dac3ccc,Freestyle,,,,
366802293,40,531,24,10488,2,6,0,1,0,102,112336.6667,,8,9,2,2,0,0,0,0,0,0,0,1,151,37,63fac4d52a57039b17cc155a,r:63fac4d52a57039b17cc155a,Mix,2 wide,Freestyle,,
1983762462,40,411,3,9429,1,2,0,1,0,103,78860,,17,6,1,2,0,0,0,0,0,0,0,2,103,49,644ce19aa60706fa1244136e,r:644ce19aa60706fa1244136e,Freestyle,,,,
1951779444,40,463,25,11022,1,2,0,3,0,101,97060,,6,4,2,5,0,0,0,0,0,0,0,0,116,56,64471272c320444993e6d1ae,r:64471272c320444993e6d1ae,Mix,Freestyle,0-9,,
178890987,40,442,21,14550,1,2,10,10,0,103,108758.3333,,0,0,0,10,0,0,0,0,0,0,0,1,107,44,64535018cad39dab9b8148fb,r:64535018cad39dab9b8148fb,9-0,,,,
737828438,40,412,9,9010,1,2,0,1,0,102,96306.66667,,23,5,1,1,0,0,0,0,0,0,0,2,96,54,64434ea6c0fad3659d8ef3b6,r:64434ea6c0fad3659d8ef3b6,Freestyle,,,,
1283652713,40,579,2,10730,1,3,0,3,0,103,188416.6667,,6,6,2,4,0,0,0,0,0,0,0,0,264,30,6225e65accd8656984ccbd7e,r:6225e65accd8656984ccbd7e,Freestyle,,,,
1998520856,40,521,10,9496,1,4,0,1,0,104,136338.3333,,17,4,1,3,0,0,0,0,0,0,0,1,185,33,6436cbc403a10ca0a2c77e42,r:6436cbc403a10ca0a2c77e42,Freestyle,,,,
677118827,40,488,27,10363,3,6,0,1,0,110,77243.33333,,19,5,1,2,0,0,0,0,0,0,0,0,93,66,643651b90aa9208e27fe4ba9,r:643651b90aa9208e27fe4ba9,Mix,Freestyle,2 wide,,
1319512951,40,438,9,10116,1,4,0,1,0,106,101133.3333,,10,5,4,2,0,0,0,0,0,0,0,1,110,60,63af58e5645c08095d2563f4,r:63af58e5645c08095d2563f4,Freestyle,,,,
561965985,40,452,33,10880,1,5,0,2,0,102,73251.66667,,8,3,2,5,0,0,0,0,0,0,0,2,98,56,64395718b01700c58c3cea8a,r:64395718b01700c58c3cea8a,9-0,,,,
782690765,40,529,25,11096,1,2,0,3,0,111,125271.6667,,6,4,2,5,0,0,0,0,0,0,0,0,128,54,62f9e49ff8fb773afa7aab54,r:62f9e49ff8fb773afa7aab54,Mix,9-0,Freestyle,,
1058624099,40,325,21,10682,1,2,0,2,0,103,78611.66667,,9,3,3,4,0,0,0,0,0,0,0,103,0,103,644841c38b18b8aa99023fe3,r:644841c38b18b8aa99023fe3,Mix,9-0,Freestyle,,
369979630,40,444,21,8837,1,3,0,0,0,108,120470,,28,6,0,0,0,0,0,0,0,0,0,0,78,67,640fd4acaa4882e7599e4559,r:640fd4acaa4882e7599e4559,Freestyle,,,,
772217062,40,426,17,9892,1,4,0,1,1,101,91446.66667,,28,2,2,0,0,0,0,0,1,0,0,2,95,54,63ff898c2a57039b17cdcac4,r:63ff898c2a57039b17cdcac4,Freestyle,,,,
1189979675,41,433,21,10732,1,4,0,1,0,110,89186.66667,,8,6,3,3,0,0,0,0,0,0,0,1,78,69,62cd446d1de244ce13f7c0e2,r:62cd446d1de244ce13f7c0e2,Freestyle,,,,
120257308,40,501,19,15752,4,4,0,4,0,106,140445,,3,5,1,6,0,0,0,0,0,0,1,0,148,45,642e2d79c7bb03580487c445,r:642e2d79c7bb03580487c445,9-0,,,,
1326633920,40,510,32,9720,1,6,0,1,0,105,97916.66667,,13,7,3,1,0,0,0,0,0,0,0,0,125,47,64347ecd83fd1f580a5cfbae,r:64347ecd83fd1f580a5cfbae,Freestyle,,,,
553959387,40,481,4,10598,1,3,0,2,0,110,138736.6667,,9,5,3,3,0,0,0,0,0,0,0,2,153,56,638b5fcdbf44ce1066ae772c,r:638b5fcdbf44ce1066ae772c,Freestyle,,,,
105197362,40,420,20,11610,1,2,0,3,0,105,107701.6667,,5,1,3,6,0,0,0,0,0,0,0,0,80,62,632ab8ff6da7330727f21303,r:632ab8ff6da7330727f21303,Mix,9-0,Freestyle,,
1547609571,40,488,21,9866,1,4,0,1,0,103,116051.6667,,14,4,2,3,0,0,0,0,0,0,0,0,157,46,63cd26ff56c1df6d14d0fcc6,r:63cd26ff56c1df6d14d0fcc6,Freestyle,,,,
669793173,40,472,20,11155,1,4,0,3,0,102,125611.6667,,7,2,3,5,0,0,0,0,0,0,0,1,122,64,627f016e3fd82c068e579f08,r:627f016e3fd82c068e579f08,Freestyle,,,,
865013208,40,479,26,12042,2,3,0,3,0,104,84465,,5,2,1,7,0,0,0,0,0,0,0,1,134,46,63434eb97c77f77cbbb577da,r:63434eb97c77f77cbbb577da,9-0,,,,
1283961702,40,382,8,11010,1,3,0,3,0,101,88275,,10,4,2,4,0,0,0,0,0,0,0,0,82,57,6204d58681f4b7b1a8ba39d4,r:6204d58681f4b7b1a8ba39d4,Freestyle,,,,
1807897842,41,512,30,8838,1,3,0,0,0,108,70910,,23,6,2,0,0,0,0,0,0,0,0,1,108,57,63f9b72ab507939b0a64a0a9,r:63f9b72ab507939b0a64a0a9,Freestyle,,,,
1608830605,40,406,15,11930,1,2,0,3,0,104,95863.33333,,9,2,1,6,0,0,0,0,0,0,0,0,80,63,63d5cf9e63226d6d1170625d,r:63d5cf9e63226d6d1170625d,Freestyle,,,,
356818557,40,544,32,9890,1,5,0,1,0,111,114946.6667,,14,8,2,1,0,0,0,0,0,0,0,2,141,60,63728d3ed49473f7b4cd354f,r:63728d3ed49473f7b4cd354f,Mix,Freestyle,2 Wide,,
361426751,40,361,6,9622,1,4,0,1,0,102,63956.66667,,22,7,0,1,0,0,0,0,0,0,0,2,72,65,63ed6af32a57039b17c745cf,r:63ed6af32a57039b17c745cf,Freestyle,,,,
1810120763,40,422,14,14774,1,2,10,10,0,108,101315,,0,0,0,10,0,0,0,0,0,0,0,1,81,71,636f6bc9771d47f7ca927d53,r:636f6bc9771d47f7ca927d53,9-0,,,,
827804681,40,436,21,10892,1,6,0,2,0,110,84150,,11,5,1,4,0,0,0,0,0,0,0,2,102,57,64282a091a881857fdd79d01,r:64282a091a881857fdd79d01,Freestyle,,,,
1166004274,40,462,27,9558,2,3,0,1,0,108,90418.33333,,19,7,1,1,0,0,0,0,0,0,0,0,97,56,6353d8fe1aa72f8664dc8613,r:6353d8fe1aa72f8664dc8613,Freestyle,,,,
1182926309,40,397,6,9304,2,3,0,1,0,103,78658.33333,,25,4,1,1,0,0,0,0,0,0,0,2,84,58,61b0b8cdb25f3e0372d249aa,r:61b0b8cdb25f3e0372d249aa,Freestyle,,,,
444546840,40,404,10,10436,3,4,0,2,0,101,85200,,10,8,2,2,0,0,0,0,0,0,0,1,96,58,6441a2dc44b3865c68888019,r:6441a2dc44b3865c68888019,Freestyle,,,,
1627764680,40,465,0,9218,1,3,1,1,0,112,95633.33333,,10,4,2,4,0,0,0,0,0,0,0,1,144,55,622d75863ca164699243e2ab,r:622d75863ca164699243e2ab,Freestyle,,,,
2103209889,40,338,0,9888,1,5,0,1,0,103,77098.33333,,7,7,1,4,0,0,0,0,0,0,0,11,56,72,643543d419b9aa580efd2fe1,r:643543d419b9aa580efd2fe1,Mix,Freestyle,2 wide,,
1150997190,41,435,18,12208,1,4,1,3,0,110,83815,,9,4,0,6,0,0,0,0,0,0,0,2,102,61,6335a78c1aa72f8664d213e6,r:6335a78c1aa72f8664d213e6,Mix,9-0,Freestyle,0-9,
886715710,40,359,11,10346,1,3,0,2,0,103,69605,,18,3,0,4,0,0,0,0,0,0,0,1,59,69,643b93af4eab3ebe33a26d3b,r:643b93af4eab3ebe33a26d3b,Freestyle,,,,
1372431796,40,371,17,9542,1,3,0,1,0,101,75890,,16,7,2,1,0,0,0,0,0,0,0,2,52,64,641c3e4c9ed8697a6a557783,r:641c3e4c9ed8697a6a557783,Freestyle,,,,
134985146,40,451,34,11361,1,4,0,4,0,106,87645,,12,3,2,4,0,0,0,0,0,0,0,0,84,65,6442058c56877088c314f396,r:6442058c56877088c314f396,Mix,9-0,Freestyle,,
1588057640,40,453,16,10520,1,4,0,2,0,102,91370,,11,5,1,4,0,0,0,0,0,0,0,0,117,46,63bbd5276febf8cfd81a3844,r:63bbd5276febf8cfd81a3844,Freestyle,,,,
2036900468,40,475,22,10490,2,6,0,2,0,102,129258.3333,,14,4,2,3,0,0,0,0,0,0,0,0,128,52,6389de081a8e44107ade889c,r:6389de081a8e44107ade889c,Mix,9-0,Freestyle,,
1925413256,40,472,26,12730,1,3,0,1,0,102,100250,,24,6,0,1,0,0,0,0,0,0,1,1,126,43,61614ec2a90b7def2f48963e,r:61614ec2a90b7def2f48963e,Freestyle,,,,
274807892,40,435,12,11020,1,2,0,3,0,111,111233.3333,,6,6,2,4,0,0,0,0,0,0,0,0,102,64,63c14fb07d6aa6cfc4a7be6a,r:63c14fb07d6aa6cfc4a7be6a,Mix,9-0,Freestyle,,
1869277666,40,588,12,10320,4,4,0,1,0,110,110155,,8,4,4,3,0,0,0,0,0,0,0,1,229,33,6456210ef5ee1cc262062325,r:6456210ef5ee1cc262062325,Freestyle,,,,
2018780858,40,331,5,10371,2,3,0,2,1,102,65355,,9,7,0,4,0,0,1,0,0,0,0,2,45,71,64308e2bc7bb03580488cb8b,r:64308e2bc7bb03580488cb8b,Mix,6-3,Freestyle,,
1128483552,40,525,22,12011,1,3,0,5,0,102,101873.3333,,3,4,3,5,0,0,0,0,0,0,0,0,161,40,6419e48aad41309b2b0e9b61,r:6419e48aad41309b2b0e9b61,Mix,9-0,Freestyle,,
1998292319,40,450,14,9068,2,2,0,1,0,101,79523.33333,,24,6,0,1,0,0,0,0,0,0,0,1,113,50,64241c0e88e4f506ad79bbc9,r:64241c0e88e4f506ad79bbc9,Freestyle,,,,
1830159478,40,534,11,10244,1,3,0,3,0,102,103080,,9,6,1,4,0,0,0,0,0,0,0,0,200,29,6407e021be02c29b202385cc,r:6407e021be02c29b202385cc,Mix,9-0,Freestyle,,
864658789,41,571,,12808,1,2,2,5,0,114,118671.6667,,4,1,1,8,0,0,0,0,0,0,0,1,174,46,60d48dc6866c6a2d2c89e52c,r:60d48dc6866c6a2d2c89e52c,Mix,9-0,Freestyle,,
1585607340,40,377,,11234,5,5,0,3,0,101,98418.33333,,11,3,1,5,0,0,0,0,0,0,0,0,70,60,61390562d6971e44f8a886dc,r:61390562d6971e44f8a886dc,Freestyle,,,,
1319343729,40,477,12,9238,1,3,0,1,0,103,108916.6667,,13,7,3,1,0,0,0,0,0,0,0,0,143,53,6450c72acad39dab9b8014ae,r:6450c72acad39dab9b8014ae,Freestyle,,,,
62991176,40,427,0,8789,1,3,0,0,0,103,117490,,23,7,1,0,0,0,0,0,0,0,0,2,125,52,63b18aea0ee6860973634686,r:63b18aea0ee6860973634686,Freestyle,,,,
1992170664,40,473,19,9071,2,3,0,0,0,104,139095,,19,9,1,0,0,0,0,0,0,0,0,0,120,52,644f47a441655062abd56725,r:644f47a441655062abd56725,Freestyle,,,,
419168004,40,689,10,10728,1,3,0,3,0,109,184741.6667,,11,5,1,4,0,0,0,0,0,0,0,0,318,9,61de53b4e29a97c0ade6096f,r:61de53b4e29a97c0ade6096f,Mix,0-9,Freestyle,,
1378884910,40,418,17,13438,2,7,0,5,0,102,81210,,5,2,1,7,0,0,0,0,0,0,0,4,71,71,644becfa7734da03837c5ea8,r:644becfa7734da03837c5ea8,0-9,,,,
530057604,40,549,20,11376,1,2,0,3,0,106,87316.66667,,5,2,5,4,0,0,0,0,0,0,0,1,177,28,6424213488e4f506ad79bdb1,r:6424213488e4f506ad79bdb1,Freestyle,,,,
1404534365,40,416,17,9528,1,3,0,1,0,103,72585,,17,5,3,1,0,0,0,0,0,0,0,3,104,51,64213f1948adfa7a3e7dfb7b,r:64213f1948adfa7a3e7dfb7b,Freestyle,,,,
1796837640,40,512,19,9051,1,3,0,1,0,102,252050,,14,11,0,1,0,0,0,0,0,0,0,0,127,47,6439082fe9b1894fa18303fc,r:6439082fe9b1894fa18303fc,Freestyle,,,,
273065251,41,392,20,11300,3,3,0,2,0,109,104526.6667,,4,4,3,5,0,0,0,0,0,0,0,1,55,77,6448f66bd133a913b12a8395,r:6448f66bd133a913b12a8395,9-0,,,,
46241408,41,415,12,9358,3,3,0,1,0,104,130041.6667,,16,2,3,3,0,0,0,0,0,0,0,0,90,58,63a16967bf566be06cc380fd,r:63a16967bf566be06cc380fd,Freestyle,,,,
1638852791,40,584,26,10252,1,2,0,3,0,103,143861.6667,,7,5,1,5,0,0,0,0,0,0,0,1,192,38,643fdd5ec72e7052a2db0ed2,r:643fdd5ec72e7052a2db0ed2,Mix,9-0,Freestyle,,
1202601856,40,442,25,9008,1,2,0,0,0,102,70908.33333,,20,7,2,0,0,0,0,0,0,0,0,1,108,52,63cd24f969ace36d329ba999,r:63cd24f969ace36d329ba999,Freestyle,,,,
2054623325,40,445,,9506,1,5,0,0,0,104,97930,,24,5,2,0,0,0,0,0,0,0,0,1,136,44,608060051aeeff6ecd928d53,r:608060051aeeff6ecd928d53,Freestyle,,,,
1268007768,40,438,17,15541,2,2,0,5,2,105,143656.6667,,0,2,1,7,0,0,0,0,1,1,0,0,99,57,643e494a9e17f7a3b034fa74,r:643e494a9e17f7a3b034fa74,3-6,,,,
200575240,40,504,14,10016,1,2,0,2,0,102,120650,,14,4,2,3,0,0,0,0,0,0,0,0,159,38,6409aec5be02c29b202447d3,r:6409aec5be02c29b202447d3,Freestyle,,,,
1666748260,42,408,29,13274,1,3,0,6,0,109,57321.66667,,2,1,2,8,0,0,0,0,0,0,0,3,55,75,645556c641655062abd84ffe,r:645556c641655062abd84ffe,9-0,,,,
2118050144,41,614,17,10570,1,3,1,2,0,108,132563.3333,,7,5,4,3,0,0,0,0,0,0,0,1,238,25,64515a5965d6430930c811df,r:64515a5965d6430930c811df,Freestyle,,,,
1669916022,40,449,1,14472,1,1,10,10,0,107,88673.33333,,0,0,0,10,0,0,0,0,0,0,0,1,133,55,6454921e508a1eb061e6be0b,r:6454921e508a1eb061e6be0b,9-0,,,,
1343953040,40,432,11,9958,1,4,0,1,0,107,92661.66667,,11,7,1,3,0,0,0,0,0,0,0,2,100,52,6449f4b235154fed9e74bc9e,r:6449f4b235154fed9e74bc9e,Freestyle,,,,
1577663148,40,571,18,13091,4,4,0,1,0,102,133581.6667,,17,8,1,1,0,0,0,0,0,0,1,1,205,28,6422e4cfe9e8a206a1b684cc,r:6422e4cfe9e8a206a1b684cc,Freestyle,,,,
880811506,40,588,31,9320,1,3,0,1,0,103,113828.3333,,15,7,1,2,0,0,0,0,0,0,0,0,200,28,6326fb3e30818dceeaa44ec0,r:6326fb3e30818dceeaa44ec0,Freestyle,,,,
1604325268,41,420,8,9472,1,2,0,1,0,104,139150,,12,8,3,1,0,0,0,0,0,0,0,1,104,55,6364d7072cb6ed7f837ea37c,r:6364d7072cb6ed7f837ea37c,Freestyle,,,,
716885884,40,443,13,13152,2,2,0,7,0,105,122146.6667,,3,0,3,7,0,0,0,0,0,0,0,2,107,58,645699abcad39dab9b82d66e,r:645699abcad39dab9b82d66e,Mix,9-0,0-9,freestyle,
727538772,40,441,27,8968,1,4,0,0,0,107,115740,,27,5,1,0,0,0,0,0,0,0,0,0,88,62,64495017c0fad3659d91c2d0,r:64495017c0fad3659d91c2d0,Freestyle,,,,
1558114920,40,515,27,10476,1,3,0,2,0,105,116276.6667,,11,5,1,4,0,0,0,0,0,0,0,1,139,54,640e4567b507939b0a6c3841,r:640e4567b507939b0a6c3841,Mix,0-9,Freestyle,,
324386784,40,581,13,10828,2,5,0,3,0,104,83980,,8,8,0,4,0,0,0,0,0,0,0,0,204,30,6426915e04d95706bc7213c0,r:6426915e04d95706bc7213c0,Mix,9-0,Freestyle,,
414137871,42,616,23,12020,1,6,4,4,0,128,178936.6667,,13,5,1,4,0,0,0,0,0,0,0,0,195,57,643a2df23edd6bb773d1ae90,r:643a2df23edd6bb773d1ae90,Mix,Freestyle,9-0,,
1186588942,40,582,23,9332,1,2,0,1,0,103,144633.3333,,11,5,5,1,0,0,0,0,0,0,0,0,205,39,6453dd3c65d6430930c94b7a,r:6453dd3c65d6430930c94b7a,Freestyle,,,,
1305569373,40,445,18,10018,1,6,0,1,0,102,62916.66667,,8,11,2,1,0,0,0,0,0,0,0,0,115,42,6447e00d56877088c317c171,r:6447e00d56877088c317c171,2 wide,,,,
1190539307,40,453,7,11566,2,2,0,5,0,101,88013.33333,,14,3,0,5,0,0,0,0,0,0,0,0,142,37,64294489cf4508581d28feea,r:64294489cf4508581d28feea,Mix,0-9,Freestyle,,
389640371,40,582,19,9387,1,5,0,0,0,101,93620,,21,5,3,0,0,0,0,0,0,0,0,0,211,28,63c080076febf8cfd81befbe,r:63c080076febf8cfd81befbe,Freestyle,,,,
865400787,40,472,12,8916,1,3,0,0,0,103,101126.6667,,18,8,2,0,0,0,0,0,0,0,0,0,150,42,64048a96ad41309b2b066756,r:64048a96ad41309b2b066756,Freestyle,,,,
1071860829,40,431,11,9988,2,3,0,2,0,103,107400,,16,5,2,2,0,0,0,0,0,0,0,1,109,47,63e2963e69ace36d32a317f5,r:63e2963e69ace36d32a317f5,Freestyle,,,,
933205045,40,566,28,9768,1,3,0,2,0,101,93720,,17,6,1,2,0,0,0,0,0,0,0,3,202,31,6445f61735154fed9e72ccba,r:6445f61735154fed9e72ccba,Mix,0-9,Freestyle,,
1827423092,40,529,21,10352,2,4,0,1,0,109,130590,,14,7,0,3,0,0,0,0,0,0,0,0,161,44,644a412956877088c318ee77,r:644a412956877088c318ee77,Freestyle,,,,
835847829,40,559,9,9460,2,3,0,0,0,102,101236.6667,,16,6,4,0,0,0,0,0,0,0,0,0,230,21,63fee5e481abac9b335e0bca,r:63fee5e481abac9b335e0bca,Freestyle,,,,
1363444696,40,540,10,16121,1,3,0,0,1,102,107570,,27,5,1,0,0,1,0,0,0,0,2,2,189,33,6456442e508a1eb061e78695,r:6456442e508a1eb061e78695,Freestyle,,,,
1143757470,40,445,13,10344,1,2,0,2,0,101,112050,,3,4,3,5,0,0,0,0,0,0,0,2,127,49,642cb097c7bb035804872322,r:642cb097c7bb035804872322,9-0,,,,
1705597666,40,441,23,9972,1,4,0,1,1,102,203233.3333,,18,6,0,2,0,0,0,0,1,0,0,3,88,64,64551f44f5ee1cc26205af7d,r:64551f44f5ee1cc26205af7d,Freestyle,,,,
172914882,40,425,5,9328,1,3,0,0,0,106,99775,,18,8,2,0,0,0,0,0,0,0,0,1,114,51,63fd21eb81abac9b335d687c,r:63fd21eb81abac9b335d687c,Freestyle,,,,
452472397,40,418,16,9353,1,3,0,1,0,106,101600,,19,5,1,2,0,0,0,0,0,0,0,2,98,59,6455dad465d6430930ca3b1f,r:6455dad465d6430930ca3b1f,Freestyle,,,,
688827016,40,387,2,9739,1,3,0,1,0,110,93108.33333,,8,3,6,2,0,0,0,0,0,0,0,1,68,71,6432cd766cdce157f62899df,r:6432cd766cdce157f62899df,Freestyle,,,,
1455241988,40,424,13,10148,1,4,0,2,0,106,171105,,14,5,0,4,0,0,0,0,0,0,0,0,98,66,6307f87029db433b0160215b,r:6307f87029db433b0160215b,Freestyle,,,,
708735223,40,584,16,9009,1,3,0,1,0,109,137590,,23,5,1,1,0,0,0,0,0,0,0,1,190,35,63cc8e01e1882f6d0a873c5e,r:63cc8e01e1882f6d0a873c5e,Freestyle,,,,
68578160,41,361,4,9584,2,2,0,1,0,104,78406.66667,,21,5,2,1,0,0,0,0,0,0,0,1,69,70,63d4d4758a093e6d2d9e6fed,r:63d4d4758a093e6d2d9e6fed,Freestyle,,,,
135082772,41,405,1,9470,1,2,0,1,0,103,116156.6667,,18,5,3,1,0,0,0,0,0,0,0,4,115,58,643d0092e756836e237e9df6,r:643d0092e756836e237e9df6,Freestyle,,,,
1809365590,42,1061,0,9186,1,3,1,1,0,123,207265,,19,5,3,1,0,0,0,0,0,0,0,0,713,6,635305501aa72f8664dc4314,r:635305501aa72f8664dc4314,Freestyle,,,,
1229867095,42,675,9,9932,1,2,0,2,0,118,203160,,10,9,2,2,0,0,0,0,0,0,0,0,280,32,64087fdaec2f099b3a57e001,r:64087fdaec2f099b3a57e001,Freestyle,,,,
892912786,41,639,30,10384,5,6,0,1,0,121,171933.3333,,10,7,3,2,0,0,0,0,0,0,0,0,171,47,642acaa219b9aa580ef8ae36,r:642acaa219b9aa580ef8ae36,Freestyle,,,,
1012215163,40,513,16,8866,1,3,0,1,0,107,106930,,34,1,0,1,0,0,0,0,0,0,0,3,148,55,64303ef319b9aa580efb0d89,r:64303ef319b9aa580efb0d89,Freestyle,,,,
218275571,40,530,,11594,1,4,0,3,0,102,112040,,14,3,0,5,0,0,0,0,0,0,0,0,201,32,614f37893d6fdb44cecc1344,r:614f37893d6fdb44cecc1344,Freestyle,,,,
1420399072,40,530,12,9720,2,4,0,1,0,103,117316.6667,,19,5,1,2,0,0,0,0,0,0,0,2,192,43,644130a727ee40a5855fc0be,r:644130a727ee40a5855fc0be,Freestyle,,,,
1023791468,40,405,9,9280,1,2,0,0,0,106,65765,,20,7,2,0,0,0,0,0,0,0,0,0,84,62,64517b3465d6430930c81f59,r:64517b3465d6430930c81f59,Freestyle,,,,
1093564776,40,559,16,8771,2,4,0,0,0,103,119086.6667,,30,5,0,0,0,0,0,0,0,0,0,1,192,29,63ff5b62ad41309b2b047a07,r:63ff5b62ad41309b2b047a07,Freestyle,,,,
221874007,40,394,8,8590,2,3,0,0,0,103,114806.6667,,30,5,0,0,0,0,0,0,0,0,0,0,98,54,63c4fc672ba1cccfecd99a7b,r:63c4fc672ba1cccfecd99a7b,Freestyle,,,,
984448480,40,416,30,11432,1,3,0,2,0,103,62516.66667,,6,2,2,6,0,0,0,0,0,0,0,0,83,61,640c49b7b507939b0a6b8272,r:640c49b7b507939b0a6b8272,Mix,9-0,Freestyle,,
1993874793,40,442,18,9752,2,6,0,1,0,101,114205,,14,6,2,2,0,0,0,0,0,0,0,1,107,49,6407ec6181abac9b33615e33,r:6407ec6181abac9b33615e33,Mix,2 Wide,Freestyle,,
2084678005,40,384,10,9830,2,5,0,1,0,101,82703.33333,,17,5,3,1,0,0,0,0,0,0,0,2,79,61,6453a7bef5ee1cc26204f538,r:6453a7bef5ee1cc26204f538,Mix,2 Wide,Freestyle,,
1069987426,40,575,16,9462,1,2,0,1,0,107,118040,,9,7,3,2,0,0,0,0,0,0,0,1,211,32,641754b940fed39b1eed1207,r:641754b940fed39b1eed1207,Freestyle,,,,
2043759121,40,448,15,12547,2,4,0,2,2,102,85153.33333,,8,2,4,3,0,0,0,0,2,0,0,4,124,48,640dac2581abac9b3363a176,r:640dac2581abac9b3363a176,Freestyle,,,,
720317321,41,703,11,8706,3,4,0,1,0,110,194365,,24,5,1,1,0,0,0,0,0,0,0,3,323,21,644fa49fcad39dab9b7f879e,r:644fa49fcad39dab9b7f879e,Freestyle,,,,
2039717436,40,398,5,9550,2,3,0,1,0,102,110980,,14,6,2,2,0,0,0,0,0,0,0,1,85,62,641a0038ad41309b2b0ea601,r:641a0038ad41309b2b0ea601,Freestyle,,,,
1735951155,40,438,8,9936,1,2,0,2,0,102,128051.6667,,17,4,1,3,0,0,0,0,0,0,0,0,123,48,643453f483fd1f580a5cecc7,r:643453f483fd1f580a5cecc7,Freestyle,,,,
547949014,40,592,16,10002,1,2,0,3,0,101,91790,,9,6,1,4,0,0,0,0,0,0,0,0,244,26,6370e333efc473f7c4facfa9,r:6370e333efc473f7c4facfa9,Mix,9-0,Freestyle,,
812908136,40,622,11,9330,2,4,0,1,0,101,154073.3333,,18,2,2,3,0,0,0,0,0,0,0,2,294,18,640567a2cdbd97a46da92bfc,r:640567a2cdbd97a46da92bfc,Freestyle,,,,
1963826210,40,434,4,9184,1,4,0,1,0,105,98683.33333,,23,5,1,1,0,0,0,0,0,0,0,5,139,42,641a16b99ed8697a6a54a8ec,r:641a16b99ed8697a6a54a8ec,Freestyle,,,,
1407389604,40,590,23,12500,2,3,0,5,0,112,137826.6667,,5,4,1,6,0,0,0,0,0,0,0,1,210,40,63f56fdfec2f099b3a50d96f,r:63f56fdfec2f099b3a50d96f,Freestyle,,,,
2000388612,40,395,13,10938,1,10,0,1,0,104,65156.66667,,17,8,1,1,0,0,0,0,0,0,0,1,84,59,64554445c168111ad2e0c3d8,r:64554445c168111ad2e0c3d8,3 Wide,,,,
869373202,41,613,8,9265,1,3,0,0,0,108,159473.3333,,24,7,1,0,0,0,0,0,0,0,0,0,264,20,645336200a68d94999f2787d,r:645336200a68d94999f2787d,Freestyle,,,,
219471512,41,419,5,11478,1,3,2,3,0,105,165813.3333,,5,2,0,8,0,0,0,0,0,0,0,2,101,65,642dc8d885f1735820af9ec0,r:642dc8d885f1735820af9ec0,9-0,,,,
1671205540,41,745,17,11316,1,7,1,2,0,118,138821.6667,,10,4,1,5,0,0,0,0,0,0,0,1,321,24,643fd2775052179ff0f2cf6f,r:643fd2775052179ff0f2cf6f,Mix,2 Wide,9-0,,
486750504,40,514,,8732,1,4,0,1,0,103,116841.6667,,20,3,2,2,0,0,0,0,0,0,0,1,199,26,60ad26790c819813652205c0,r:60ad26790c819813652205c0,Freestyle,,,,
1248285159,40,475,34,10702,6,6,0,1,0,106,111145,,14,6,2,2,0,0,0,0,0,0,0,0,99,68,643cca949e17f7a3b034475e,r:643cca949e17f7a3b034475e,2 Wide,,,,
